IRS-Number,Spray Date,SOP Code,County,Sub-county,Ward,Sub-location,Village,Sprayed,Re-visit,Reason for No Spray,Not sprayed: Female Children < 5 years,Not sprayed: Male Children < 5 years,Sprayed: Female Children < 5 years,Sprayed: Male Children < 5 years,Institution Name,Female Children <5 years sleeping under nets,Male Children <5 years sleeping under nets,Nets owned,Not sprayed: Female,Not sprayed: Male,Not sprayed: Pregnant women,Number Mixed,Pregnant women sleeping under nets,Rooms found,Rooms sprayed,Number Sleeping under nets,Sprayed: Female,Sprayed: Male,Sprayed: Pregnant women,Nets in use (Details),Children <5 years sleeping under nets
216670,04/12/2023,2041007,Homa Bay County,Rachuonyo East Sub-County,Kokwanyo Kakelo Ward,Kakelo Dudi B Sub-location,Matabore B Village,1,,,0,0,0,0,,,,2,,,,0,0,3,3,3,2,1,0,2,0
370036,04/12/2023,2030937,Homa Bay County,Ndhiwa Sub-County,South Kabuoch Ward,Kaguria Sub-location,Nyarwenya A Village,1,,,0,0,0,0,,,,1,,,,0,0,2,2,2,0,3,0,1,0
49647,03/06/2023,1030546,Migory County,Nyatike Sub-County,Muhuru Ward,Ibencho Sub-location,Ibencho C Village,1,,,,,0,0,,,,1,,,,1,0,3,3,1,1,0,0,1,0
87929,03/06/2023,1060831,Migory County,Suna West Sub-County,Oruba Ragana Ward,Oruba Sub-location,Nyamome Village (Oruba Sub-location),1,,,,,0,0,,,,0,,,,0,,1,1,,1,0,0,0,
3435,3/17/2023,1020320,Migory County,Awendo Sub-County,Central Sakwa Ward,Kanyagwala Sub-location,Kochiel Village,1,,,,,0,0,,,,3,,,,0,0,2,2,5,3,2,0,3,0
298232,04/12/2023,2061334,Homa Bay County,Rachuonyo South Sub-County,South Kasipul Ward,Kasimba Sub-location,Kodik Village,1,,,0,0,0,0,,,,1,,,,0,0,2,2,2,2,1,0,1,0
195969,04/12/2023,2030898,Homa Bay County,Ndhiwa Sub-County,North Kabuoch Ward,Kachwanya Sub-location,Ongeng A Village,1,,,0,0,0,0,,,,2,,,,1,1,2,2,4,1,2,1,2,1
279198,04/12/2023,2061303,Homa Bay County,Rachuonyo South Sub-County,Central Kasipul Ward,North Kachien Sub-location,Nduga Village,1,,,0,0,2,1,,,,3,,,,1,0,8,6,6,6,3,0,3,1
114002,3/17/2023,1070999,Migory County,Uriri Sub-County,Central Kanyamkago Ward,Nyaobe Sub-location,Kamakanga 1 Village,1,,,,,0,0,,,,2,,,,0,0,2,2,4,1,3,0,2,0
257771,4/18/2023,2051199,Homa Bay County,Rachuonyo North Sub-County,Kendu Town Ward,upper kakwajuok Sub-location,Ramba Village (Upper Kakwajuok Sub-location),1,,,0,0,0,0,,,,0,,,,1,,1,1,,2,2,0,0,
161025,04/12/2023,2020707,Homa Bay County,Homabay Township Sub-County,Homabay Central Ward,Asego Sub-location,Kasaoke Village,0,,3. Funeral,0,0,,,,,,0,0,1,0,0,,4,,,,,,0,
243489,04/12/2023,2051223,Homa Bay County,Rachuonyo North Sub-County,Kibiri Ward,Kowili Sub-location (Rachuonyo North Ward),Kotondi Pap & Got Village,1,,,0,0,0,0,,,,2,,,,1,0,4,2,2,1,1,0,2,0
310898,04/12/2023,2071505,Homa Bay County,Rangwe Sub-County,East Gem Ward,Koyolo Sub-location,Kwach Ogwari Village,1,,,0,0,0,2,,,,1,,,,0,0,2,2,4,1,3,0,1,2
306157,04/12/2023,2061357,Homa Bay County,Rachuonyo South Sub-County,West Kasipul Ward,Karabach Sub-location,Dindi Village,1,,,0,0,1,1,,,,2,,,,1,0,3,2,6,4,2,0,2,2
6649,03/06/2023,1020357,Migory County,Awendo Sub-County,North Sakwa Ward,Kwoyo Kodalo  Sub-location,Kawanya Village,1,,,,,0,0,,,,2,,,,1,0,2,2,2,3,3,0,2,0
33695,03/06/2023,1030500,Migory County,Nyatike Sub-County,Kachieng Ward,Wachara Sub-location,Mirondo A Village,1,,,,,2,0,,,,2,,,,0,0,1,1,4,4,0,0,2,2
41347,03/06/2023,1030470,Migory County,Nyatike Sub-County,Kanyasa Ward,Otati Sub-location,Nyodieny A Village,1,,,,,0,0,,,,0,,,,0,,1,1,,2,0,0,0,
6302,03/06/2023,1020329,Migory County,Awendo Sub-County,North Sakwa Ward,East Kakmasia Sub-location,Kibabu Village,1,,,,,0,0,,,,2,,,,0,0,2,2,4,1,3,0,2,0
52762,03/06/2023,1030432,Migory County,Nyatike Sub-County,North Kadem Ward,Kakelo Kakoth Sub-location,Kabuto B Village,1,,,,,2,2,,,,2,,,,0,0,2,2,6,2,4,0,2,4
23798,3/17/2023,1020392,Migory County,Awendo Sub-County,West Sakwa Ward,Opoya Sub-location,Kabuora Village,1,,,,,0,0,,,,1,,,,0,1,2,2,2,1,1,1,1,0
142461,3/17/2023,1070912,Migory County,Uriri Sub-County,West Kanyamkago Ward,Kajulu 2 Lower Sub-location,Ongenga Village,1,,,,,0,1,,,,0,,,,0,,2,2,,5,2,0,0,
222220,04/12/2023,2041056,Homa Bay County,Rachuonyo East Sub-County,Kabondo West Ward,Kilusi Sub-location,God Miaha A Village,1,,,0,0,0,0,,,,0,,,,0,,2,2,,1,1,1,0,
252736,04/12/2023,2051191,Homa Bay County,Rachuonyo North Sub-County,Kendu Town Ward,Kotieno  Sub-location,Bware B Village (Kotieno Sub-location),1,,,0,0,0,0,,,,1,,,,0,0,2,2,3,0,3,0,1,0
522,3/17/2023,1020299,Migory County,Awendo Sub-County,Central Sakwa Ward,Kombok North  Sub-location,Ombo Bita Village,1,,,,,0,0,,,,1,,,,0,0,4,4,5,3,2,0,1,0
370054,04/12/2023,2030939,Homa Bay County,Ndhiwa Sub-County,South Kabuoch Ward,Kaguria Sub-location,Nyarwenya A Village,1,,,0,0,0,0,,,,0,,,,1,,2,2,,2,1,0,0,
252614,04/12/2023,2051179,Homa Bay County,Rachuonyo North Sub-County,Kendu Town Ward,Kanyadhiang Sub-location,Simbi Village,1,,,0,0,0,0,,,,2,,,,0,0,3,3,2,0,2,0,2,0
225462,04/12/2023,2041077,Homa Bay County,Rachuonyo East Sub-County,Kabondo West Ward,Kasewe A Sub-location,Kitare B Village,1,,,0,0,1,0,,,,2,,,,0,0,2,2,2,3,2,0,2,1
252607,04/12/2023,2051179,Homa Bay County,Rachuonyo North Sub-County,Kendu Town Ward,Kanyadhiang Sub-location,Gul Village,1,,,0,0,0,0,,,,2,,,,1,0,2,2,4,2,2,0,2,0
233306,04/12/2023,2041028,Homa Bay County,Rachuonyo East Sub-County,Kabondo East Ward,Miriu Sub-location,Kariany Kamondi A Village,1,,,0,0,0,0,,,,2,,,,0,0,3,2,3,1,2,0,2,0
43576,03/06/2023,1030516,Migory County,Nyatike Sub-County,Macalder Kanyarwanda Ward,Owich (Macalder Ward) Sub-location,Owich 1 Village,1,,,,,0,0,,,,1,,,,0,0,3,2,2,1,1,0,1,0
316292,4/18/2023,2071429,Homa Bay County,Rangwe Sub-County,Kagan Ward,Komenya  Sub-location,Mado Village,1,,,0,0,0,0,,,,1,,,,0,0,3,3,2,1,1,0,1,0
266373,04/12/2023,2051273,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo North Ward,Koredo Sub-location,Miriango Village,1,,,0,0,0,2,,,,3,,,,1,0,2,2,9,4,5,0,3,2
324421,4/18/2023,2071454,Homa Bay County,Rangwe Sub-County,Kochia Ward,Kamenya (Kochia Ward) Sub-location,Nyangweso Village (Kamenya Sub-location),1,,,0,0,0,1,,,,2,,,,1,0,4,4,5,3,2,0,2,0
21103,03/06/2023,1020419,Migory County,Awendo Sub-County,West Sakwa Ward,South Kanyamgony Sub-location,Anduongo Village,1,,,,,0,0,,,,2,,,,0,1,2,2,3,1,2,1,2,0
21053,03/06/2023,1020410,Migory County,Awendo Sub-County,West Sakwa Ward,Wanga Sub-location,Kokumu Village (Wanga Sub-Location),1,,,,,0,0,,,,1,,,,0,0,2,2,1,0,1,0,1,0
934,3/17/2023,1020309,Migory County,Awendo Sub-County,Central Sakwa Ward,Kanyagwala Sub-location,Kindu B Village,1,,,,,0,0,,,,0,,,,0,,2,2,,2,2,0,0,
248677,04/12/2023,2051102,Homa Bay County,Rachuonyo North Sub-County,Kanyaluo Ward,Kowuor East Sub-location,Dago Village (Kowuor East Sub-location),1,,,0,0,0,2,,,,3,,,,1,0,2,2,3,1,3,0,3,2
53137,03/06/2023,1030460,Migory County,Nyatike Sub-County,North Kadem Ward,Kakelo Kakoth Sub-location,Kabuto B Village,1,,,,,0,0,,,,1,,,,0,0,2,1,2,1,1,0,1,0
61462,03/06/2023,1050702,Migory County,Suna East Sub-County,God Jope Ward,Osingo North Sub-location,Sango Village (Osingo North Sub-location),1,,,,,1,1,,,,2,,,,0,0,3,3,3,3,3,0,2,0
78674,3/17/2023,1050638,Migory County,Suna East Sub-County,Kwa Ward,Onguo Sub-location,Mitangwe Village,1,,,,,0,1,,,,2,,,,0,0,3,1,6,3,5,0,2,1
268392,04/12/2023,2051137,Homa Bay County,Rachuonyo North Sub-County,Wangchieng Ward,Kobuya east Sub-location,Kalal Upper Village,1,,,0,0,0,0,,,,3,,,,0,0,4,4,5,4,1,0,3,0
267376,04/12/2023,2051117,Homa Bay County,Rachuonyo North Sub-County,Wangchieng Ward,Kajiei Sub-location,Lower Kanyangwena Village,1,,,0,0,0,0,,,,1,,,,0,0,2,2,1,0,1,0,1,0
242040,4/18/2023,2051211,Homa Bay County,Rachuonyo North Sub-County,Kibiri Ward,Ouko Ondenge Sub-location,Ojino Sibwa Village,1,,,0,0,0,0,,,,1,,,,0,0,3,3,2,0,2,0,1,0
147153,03/06/2023,1070891,Migory County,Uriri Sub-County,West Kanyamkago Ward,Lower Kajulu 1 Sub-location,Got Korwa Village (Lower Kajulu 1 Sub-location),1,,,,,0,0,,,,0,,,,1,,3,3,,0,2,0,0,
14143,03/06/2023,1020363,Migory County,Awendo Sub-County,South Sakwa Ward,Waundha  Sub-location,Saka A Village,1,,,,,0,0,,,,1,,,,0,0,2,2,3,1,2,0,1,0
63984,3/17/2023,1050697,Migory County,Suna East Sub-County,God Jope Ward,Manyatta Sub-location,Warao B Village,1,,,,,0,1,,,,2,,,,0,0,6,6,3,1,2,0,2,1
111309,03/06/2023,1070991,Migory County,Uriri Sub-County,Central Kanyamkago Ward,Central Kawere Rateng' Sub-location,Nyamanja Village (Central Kawere Rateng' Sub-location),1,,,,,0,0,,,,1,,,,0,0,3,2,3,3,0,0,1,0
313896,04/12/2023,2071510,Homa Bay County,Rangwe Sub-County,East Gem Ward,Kotieno Sub-location,Atili Village,1,,,0,0,0,0,,,,1,,,,0,0,2,2,2,1,1,0,1,0
188299,04/12/2023,2030753,Homa Bay County,Ndhiwa Sub-County,Kwabwai Ward,Rachar Sub-location,Osogo Village (Rachar Sub-location),1,,,0,0,0,1,,,,2,,,,0,1,1,1,3,1,2,1,2,1
178275,04/12/2023,2030887,Homa Bay County,Ndhiwa Sub-County,Kologi Ward,Kajwang Sub-location,Ramoya B Village (Kajwang Sub-location),1,,,0,0,0,0,,,,2,,,,1,0,2,2,3,1,2,0,2,0
377945,04/12/2023,2030856,Homa Bay County,Ndhiwa Sub-County,Kanyadoto Ward,South Kabura Sub-location,Andato Village,1,,,0,0,1,1,,,,2,,,,0,1,4,3,3,2,3,1,2,2
377816,04/12/2023,2030873,Homa Bay County,Ndhiwa Sub-County,Kanyadoto Ward,South Kabura Sub-location,Kamasi B Village,1,,,0,0,0,0,,,,1,,,,0,0,2,2,1,0,1,0,1,0
19147,3/17/2023,1020324,Migory County,Awendo Sub-County,South Sakwa Ward,West Waundha Sub-location,Mariwa A Village (West Waundha  Sub-location),1,,,,,0,2,,,,2,,,,0,0,3,2,4,2,2,0,2,2
104435,03/06/2023,1060728,Migory County,Suna West Sub-County,Wiga Ward,Wiga Sub-location,Otang Yao Village,1,,,,,0,0,,,,1,,,,1,0,2,2,2,1,2,0,1,0
328223,4/18/2023,2071493,Homa Bay County,Rangwe Sub-County,West Gem Ward,Genga A Sub-location,Miranga Village (Genga Sub-location),1,,,0,0,0,0,,,,0,,,,0,,2,2,,0,4,0,0,
377871,04/12/2023,2030876,Homa Bay County,Ndhiwa Sub-County,Kanyadoto Ward,South Kabura Sub-location,Kamasi A Village,1,,,0,0,0,0,,,,0,,,,1,,2,2,,1,2,0,0,
241444,04/12/2023,2051211,Homa Bay County,Rachuonyo North Sub-County,Kibiri Ward,Kojwang Sub-location,Bala Village (Kojwang Sub-location),1,,,0,0,0,0,,,,1,,,,0,0,2,2,1,1,0,0,1,0
78779,3/17/2023,1050629,Migory County,Suna East Sub-County,Kwa Ward,Remo Sub-location,Kisumu Ndogo Village (Remo Sub-location),1,,,,,0,0,,,,3,,,,0,0,2,2,5,4,1,0,3,0
108238,3/17/2023,1060722,Migory County,Suna West Sub-County,Wiga Ward,God Kwer Sub-location,Sibuoche A Village (God Kwer Sub-location),1,,,,,1,0,,,,1,,,,0,0,5,4,3,2,3,0,1,1
21056,03/06/2023,1020409,Migory County,Awendo Sub-County,West Sakwa Ward,Wanga Sub-location,Kokumu Village (Wanga Sub-Location),1,,,,,1,1,,,,1,,,,0,0,4,4,2,3,3,0,1,1
87746,03/06/2023,1060815,Migory County,Suna West Sub-County,Oruba Ragana Ward,Oruba Sub-location,Siany Village (Oruba Sub-location),1,,,,,0,1,,,,1,,,,0,1,2,2,3,1,2,1,1,1
126621,3/17/2023,1070921,Migory County,Uriri Sub-County,North Kanyamkago Ward,Katieno 1 Sub-location,Wapongo Village,1,,,,,0,1,,,,1,,,,1,0,2,2,3,2,1,0,1,1
323878,4/18/2023,2071459,Homa Bay County,Rangwe Sub-County,Kochia Ward,Korayo Sub-location,Upper Kawuor Village (Korayo Sub-location),1,,,0,0,1,0,,,,2,,,,0,0,2,1,3,2,1,0,2,1
370203,04/12/2023,2030953,Homa Bay County,Ndhiwa Sub-County,South Kabuoch Ward,Kobita  Sub-location,Gheto Village,1,,,0,0,1,0,,,,1,,,,1,0,2,2,2,2,4,0,1,0
249506,4/18/2023,2051108,Homa Bay County,Rachuonyo North Sub-County,Kanyaluo Ward,Kamenya North Sub-location,Oyombe A Village (Kamenya North Sub-location),1,,,0,0,0,0,,,,0,,,,1,,3,2,,3,0,0,0,
81291,03/06/2023,1050619,Migory County,Suna East Sub-County,Suna Central Ward,Wasweta I Sub-location,Kanguka Village,1,,,,,0,1,,,,1,,,,0,0,3,2,3,2,1,0,1,1
260515,04/12/2023,2051236,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo North Ward,Wagwe North Sub-location,Nyibul Village,1,,,0,0,0,0,,,,2,,,,1,0,3,3,4,1,3,0,2,0
26860,03/06/2023,1030579,Migory County,Nyatike Sub-County,Got Kachola Ward,Aneko Sub-location,Miriwi/Mikei Village,1,,,,,1,0,,,,2,,,,0,0,4,4,2,3,2,0,2,1
6470,03/06/2023,1020344,Migory County,Awendo Sub-County,North Sakwa Ward,Kanyasrega Sub-location,Soi Village,1,,,,,0,0,,,,0,,,,0,,2,2,,2,0,0,0,
377860,04/12/2023,2030877,Homa Bay County,Ndhiwa Sub-County,Kanyadoto Ward,South Kabura Sub-location,Kamasi B Village,1,,,0,0,0,0,,,,0,,,,0,,2,2,,2,1,0,0,
146911,03/06/2023,1070873,Migory County,Uriri Sub-County,West Kanyamkago Ward,Kajulu 1B Sub-location,Nyandwat Village,1,,,,,0,1,,,,1,,,,0,0,3,2,3,1,2,0,1,1
130454,03/06/2023,1070862,Migory County,Uriri Sub-County,South Kanyamkago Ward,Lwala Sub-location (South Kanyamkago Ward),Obwongo Village,1,,,,,0,1,,,,2,,,,0,0,5,3,4,2,2,0,2,1
268470,04/12/2023,2051130,Homa Bay County,Rachuonyo North Sub-County,Wangchieng Ward,Kobuya east Sub-location,Kalal Upper Village,1,,,0,0,0,0,,,,2,,,,1,0,3,3,3,2,1,0,2,0
53025,03/06/2023,1030452,Migory County,Nyatike Sub-County,North Kadem Ward,Kakelo Kakoth Sub-location,Kabuto C Village,1,,,,,0,1,,,,2,,,,1,0,3,3,4,1,3,0,2,1
249589,4/18/2023,2051104,Homa Bay County,Rachuonyo North Sub-County,Kanyaluo Ward,Kamenya North Sub-location,Oyombe A Village (Kamenya North Sub-location),1,,,0,0,1,0,,,,2,,,,0,0,5,5,7,4,3,0,2,1
298240,04/12/2023,2061329,Homa Bay County,Rachuonyo South Sub-County,South Kasipul Ward,Kasimba Sub-location,Kodik Village,1,,,0,0,1,0,,,,1,,,,0,0,1,1,3,2,1,0,1,1
324480,4/18/2023,2071447,Homa Bay County,Rangwe Sub-County,Kochia Ward,Kamenya (Kochia Ward) Sub-location,Kobonyo A Village (Kamenya Sub-location),1,,,0,0,1,1,,,,2,,,,0,0,3,3,4,2,2,0,2,2
41491,03/06/2023,1030480,Migory County,Nyatike Sub-County,Kanyasa Ward,Wang'aya Sub-location,Kanyojuok A Village (Wang'aya Sub-location),1,,,,,0,0,,,,2,,,,0,1,3,2,3,1,2,1,2,0
52825,03/06/2023,1030435,Migory County,Nyatike Sub-County,North Kadem Ward,Kakelo Kakoth Sub-location,Manywanda Village (Kakelo Kakoth Sub-location),1,,,,,1,0,,,,1,,,,0,0,3,1,1,3,1,0,1,1
244656,4/18/2023,2051217,Homa Bay County,Rachuonyo North Sub-County,Kibiri Ward,Kodero Sub-location,Gotkomolo A  B Village,1,,,0,0,2,0,,,,2,,,,1,0,4,4,6,5,2,0,2,2
117244,03/06/2023,1070977,Migory County,Uriri Sub-County,East Kanyamkago Ward,Thimjope Sub-location,Pith Nyadundo B Village,1,,,,,0,1,,,,1,,,,0,0,2,2,2,2,3,0,1,1
216612,04/12/2023,2041000,Homa Bay County,Rachuonyo East Sub-County,Kokwanyo Kakelo Ward,Kakelo Dudi B Sub-location,Matabore A Village,1,,,0,0,0,0,,,,2,,,,1,0,3,3,4,4,0,0,2,0
216812,04/12/2023,2041015,Homa Bay County,Rachuonyo East Sub-County,Kokwanyo Kakelo Ward,Kakelo Kamroth  Sub-location,Kowuor Oklola Village,1,,,0,0,0,0,,,,1,,,,0,0,2,2,2,0,2,0,1,0
130442,03/06/2023,1070861,Migory County,Uriri Sub-County,South Kanyamkago Ward,Got Uriri Sub-location,Kolwal Village,1,,,,,0,0,,,,0,,,,0,,1,1,,0,1,0,0,
196116,04/12/2023,2030910,Homa Bay County,Ndhiwa Sub-County,North Kabuoch Ward,Unga Sub-location,Otigo Village,1,,,0,0,0,1,,,,2,,,,0,0,3,3,4,1,3,0,2,1
61317,03/06/2023,1050700,Migory County,Suna East Sub-County,God Jope Ward,Manyatta Sub-location,Ng'iya Village,1,,,,,0,0,,,,1,,,,0,0,5,4,2,3,1,0,1,0
14274,03/06/2023,1020371,Migory County,Awendo Sub-County,South Sakwa Ward,Alego East Sub-location,Olande Village (Alego East Sub-location),1,,,,,1,0,,,,2,,,,0,0,2,2,6,4,2,0,2,4
311988,04/12/2023,2071519,Homa Bay County,Rangwe Sub-County,Kagan Ward,South Kagan Sub-location,Kochieng Village (South Kagan Sub-location),1,,,0,0,0,0,,,,1,,,,0,0,3,3,2,1,1,0,1,0
117243,03/06/2023,1070977,Migory County,Uriri Sub-County,East Kanyamkago Ward,Thimjope Sub-location,Pith Nyadundo B Village,0,,3. Funeral,0,0,,,,,,1,2,1,0,0,0,3,,1,,,,1,0
324353,4/18/2023,2071445,Homa Bay County,Rangwe Sub-County,Kochia Ward,Kamenya (Kochia Ward) Sub-location,Kobonyo A Village (Kamenya Sub-location),1,,,0,0,0,0,,,,1,,,,1,1,3,3,2,1,1,1,1,0
119727,3/17/2023,1070963,Migory County,Uriri Sub-County,East Kanyamkago Ward,Arambe Sub-location,Arambe A Village,1,,,,,0,1,,,,3,,,,0,0,3,3,5,2,3,0,3,1
5062,03/06/2023,1020304,Migory County,Awendo Sub-County,Central Sakwa Ward,Kamaure Sub-location,Konoka A Village,1,,,,,0,0,,,,2,,,,0,0,3,3,3,2,1,0,2,0
319934,04/12/2023,2071458,Homa Bay County,Rangwe Sub-County,Kochia Ward,Kamenya (Kochia Ward) Sub-location,Nyangweso Village (Kamenya Sub-location),1,,,0,0,0,0,,,,1,,,,0,1,4,2,2,1,1,1,1,0
370076,04/12/2023,2030938,Homa Bay County,Ndhiwa Sub-County,South Kabuoch Ward,Kaguria Sub-location,Nyarwenya A Village,1,,,0,0,0,0,,,,0,,,,0,,1,1,,1,2,0,0,
104503,03/06/2023,1060737,Migory County,Suna West Sub-County,Wiga Ward,Mukuro Sub-location,Malera Village,1,,,,,0,1,,,,2,,,,1,0,3,1,4,2,2,0,2,1
26797,03/06/2023,1030575,Migory County,Nyatike Sub-County,Got Kachola Ward,Aneko Sub-location,Duka Village,1,,,,,0,0,,,,3,,,,1,0,3,3,5,1,4,0,3,0
249591,4/18/2023,2051104,Homa Bay County,Rachuonyo North Sub-County,Kanyaluo Ward,Kamenya North Sub-location,Oyombe A Village (Kamenya North Sub-location),0,,4. Refused,1,1,,,,,,0,3,2,0,0,,3,,,,,,0,
320742,4/18/2023,2071464,Homa Bay County,Rangwe Sub-County,Kochia Ward,Korayo Sub-location,Upper Kawuor Village (Korayo Sub-location),1,,,0,0,0,0,,,,1,,,,0,0,2,2,3,1,2,0,1,0
252619,04/12/2023,2051174,Homa Bay County,Rachuonyo North Sub-County,Kendu Town Ward,Kanyadhiang Sub-location,Gul Village,1,,,0,0,0,2,,,,2,,,,0,0,2,2,5,3,3,0,2,2
101610,3/17/2023,1060763,Migory County,Suna West Sub-County,Wasweta 2 Ward,Nyamange sub location,Magoto B Village (Nyamange sub location),1,,,,,0,0,,,,1,,,,0,0,3,3,1,0,1,0,1,0
269439,4/18/2023,2051121,Homa Bay County,Rachuonyo North Sub-County,Wangchieng Ward,Kobuya east Sub-location,Konyi Upper Village,1,,,0,0,0,1,,,,2,,,,0,0,3,3,5,2,3,0,2,1
104515,03/06/2023,1060736,Migory County,Suna West Sub-County,Wiga Ward,Mukuro Sub-location,Malera Village,1,,,,,1,1,,,,1,,,,1,0,4,3,2,3,2,0,1,1
5201,03/06/2023,1020300,Migory County,Awendo Sub-County,Central Sakwa Ward,Kombok North  Sub-location,Kokore Village,1,,,,,2,0,,,,2,,,,1,0,3,3,5,4,1,0,2,2
84449,3/17/2023,1050620,Migory County,Suna East Sub-County,Suna Central Ward,Wasweta I Sub-location,Ombo Village (Wasweta 1 Sub-location),1,,,,,1,0,,,,0,,,,0,,4,4,,3,0,0,0,
172724,04/12/2023,2101574,Homa Bay County,Suba Central Sub-County,Mfangano Ward,Soklo North Sub-location,Lwala Village (Soklo North Sub-location),1,,,0,0,1,1,,,,3,,,,0,0,3,3,6,4,2,0,3,2
196203,04/12/2023,2030917,Homa Bay County,Ndhiwa Sub-County,North Kabuoch Ward,East Kachieng Sub-location,Maranga Village,1,,,0,0,0,0,,,,1,,,,0,0,2,2,2,2,3,0,1,0
170616,04/12/2023,2101585,Homa Bay County,Suba Central Sub-County,Mfangano Ward,Wakula North Sub-location,Kiwari A Village,1,,,0,0,1,0,,,,2,,,,0,0,2,1,7,4,3,0,2,1
64069,3/17/2023,1050711,Migory County,Suna East Sub-County,God Jope Ward,Osingo South Sub-location,Anganga Village,1,,,,,0,0,,,,0,,,,0,,3,3,,4,2,0,0,
61500,03/06/2023,1050712,Migory County,Suna East Sub-County,God Jope Ward,Osingo South Sub-location,Achuth Village,1,,,,,0,0,,,,0,,,,0,,2,2,,0,2,0,0,
101664,3/17/2023,1060768,Migory County,Suna West Sub-County,Wasweta 2 Ward,Nyamange sub location,Magoto B Village (Nyamange sub location),1,,,,,0,0,,,,2,,,,1,0,3,2,4,3,1,0,2,0
268461,04/12/2023,2051128,Homa Bay County,Rachuonyo North Sub-County,Wangchieng Ward,Kobuya west Sub-location,Kabonyo Upper Village (Kobuya West Sub-location),1,,,0,0,1,1,,,,3,,,,0,0,3,2,5,4,7,0,3,2
326461,4/18/2023,2071478,Homa Bay County,Rangwe Sub-County,West Gem Ward,Kamagawi Sub-location,Kongwenya Village,1,,,0,0,1,0,,,,2,,,,0,0,3,2,5,3,2,0,2,1
188101,04/12/2023,2030740,Homa Bay County,Ndhiwa Sub-County,Kwabwai Ward,Kitiro Sub-location,Ngara Bach Village,1,,,0,0,1,0,,,,2,,,,1,0,4,4,5,3,4,0,2,1
75042,03/06/2023,1050647,Migory County,Suna East Sub-County,Kwa Ward,Kwa Sub-location,Wiarambe Village,0,,5. Missed spray appointment,0,0,,,,,,1,1,1,1,0,1,2,,2,,,,1,0
117088,03/06/2023,1070968,Migory County,Uriri Sub-County,East Kanyamkago Ward,Arambe Sub-location,Manyatta Village,1,,,,,1,0,,,,1,,,,1,0,4,3,4,1,3,0,1,1
243430,04/12/2023,2051217,Homa Bay County,Rachuonyo North Sub-County,Kibiri Ward,Kowili Sub-location (Rachuonyo North Ward),Konyango A&B Village,1,,,0,0,0,0,,,,1,,,,0,1,2,2,1,2,3,1,1,0
26890,03/06/2023,1030581,Migory County,Nyatike Sub-County,Got Kachola Ward,Aneko Sub-location,Miriwi/Mikei Village,1,,,,,1,1,,,,1,,,,0,0,4,2,2,2,4,0,1,1
267322,04/12/2023,2051112,Homa Bay County,Rachuonyo North Sub-County,Wangchieng Ward,Kajiei Sub-location,Lower Kanyangwena Village,1,,,0,0,0,1,,,,2,,,,0,0,2,2,3,1,2,0,2,0
195993,04/12/2023,2030900,Homa Bay County,Ndhiwa Sub-County,North Kabuoch Ward,West Kachieng Sub-location,Achego Village (West Kachieng Sub-location),1,,,0,0,0,2,,,,2,,,,1,0,3,3,4,1,4,0,2,2
99000,03/06/2023,1060751,Migory County,Suna West Sub-County,Wasweta 2 Ward,Nyamange sub location,Wi-Yao Village (Nyamange sub location),1,,,,,0,0,,,,1,,,,0,0,2,2,2,1,1,0,1,0
101498,3/17/2023,1060751,Migory County,Suna West Sub-County,Wasweta 2 Ward,Nyamange sub location,Magoto A Village (Nyamange sub location),1,,,,,0,0,,,,0,,,,0,,2,2,,2,1,0,0,
23912,3/17/2023,1020419,Migory County,Awendo Sub-County,West Sakwa Ward,South Kanyamgony Sub-location,Got Lee Village (South Kanyamgony Sub-location),1,,,,,0,0,,,,2,,,,0,0,3,3,4,1,3,0,2,0
24065,3/17/2023,1020405,Migory County,Awendo Sub-County,West Sakwa Ward,North Kanyamgony Sub-location,Kaudha Village,1,,,,,0,0,,,,0,,,,1,,3,3,,3,3,0,0,
26693,03/06/2023,1030567,Migory County,Nyatike Sub-County,Got Kachola Ward,Aneko Sub-location,Kambi 1 Village,1,,,,,0,1,,,,3,,,,1,0,5,5,5,2,3,0,3,1
94073,03/06/2023,1060779,Migory County,Suna West Sub-County,Wasimbete Ward,Mubachi Sub-location,Rosabare/Masurura Village,1,,,,,0,0,,,,1,,,,0,0,3,2,1,0,1,0,1,0
134206,3/17/2023,1070840,Migory County,Uriri Sub-County,South Kanyamkago Ward,Bware Sub-location,Sigiria C Village,1,,,,,0,1,,,,1,,,,0,1,2,2,3,2,1,1,1,1
121947,03/06/2023,1070955,Migory County,Uriri Sub-County,North Kanyamkago Ward,Katieno 2 Lower Sub-location,Nyaroya Village (Katieno 2 Lower Sub-location),1,,,,,0,0,,,,1,,,,0,0,4,3,2,0,5,0,1,0
98956,03/06/2023,1060755,Migory County,Suna West Sub-County,Wasweta 2 Ward,Nyamange sub location,Wi-Yao Village (Nyamange sub location),1,,,,,1,0,,,,3,,,,1,0,7,7,4,2,5,0,3,1
244774,4/18/2023,2051228,Homa Bay County,Rachuonyo North Sub-County,Kibiri Ward,Kodero Sub-location,Kakumu Village,1,,,0,0,0,0,,,,1,,,,0,0,4,3,3,1,2,0,1,0
